"loan_id","loan_status","principal","terms","past_due_days","age","education","gender","default","age_group","loan_size"
"xqd20160304","COLLECTION",800,"15",76,27,"college","male",0,"Middle","Medium"
"xqd20160305","COLLECTION",800,"15",76,24,"Bechalor","male",0,"Young","Medium"
"xqd20160306","COLLECTION",1000,"15",75,31,"High School or Below","female",0,"Middle","Medium"
"xqd20160307","COLLECTION",800,"15",60,28,"college","male",0,"Middle","Medium"
"xqd20160308","COLLECTION",1000,"30",60,40,"High School or Below","male",0,"Middle","Medium"
"xqd20160309","COLLECTION",1000,"30",60,33,"college","male",0,"Middle","Medium"
"xqd20160310","COLLECTION",800,"15",75,41,"college","male",0,"Middle","Medium"
"xqd20160311","COLLECTION",1000,"30",60,30,"college","male",0,"Middle","Medium"
"xqd20160312","COLLECTION",800,"15",75,26,"High School or Below","female",0,"Middle","Medium"
"xqd20160313","COLLECTION",1000,"30",60,27,"High School or Below","male",0,"Middle","Medium"
"xqd20160314","COLLECTION",1000,"30",60,20,"High School or Below","male",0,"Young","Medium"
"xqd20160315","COLLECTION",1000,"30",60,24,"college","male",0,"Young","Medium"
"xqd20160316","COLLECTION",1000,"15",60,26,"High School or Below","male",0,"Middle","Medium"
"xqd20160317","COLLECTION",1000,"30",60,30,"High School or Below","male",0,"Middle","Medium"
"xqd20160318","COLLECTION",1000,"15",75,29,"High School or Below","male",0,"Middle","Medium"
"xqd20160319","COLLECTION",1000,"30",60,22,"Bechalor","male",0,"Young","Medium"
"xqd20160320","COLLECTION",1000,"15",75,24,"Bechalor","male",0,"Young","Medium"
"xqd20160321","COLLECTION",1000,"30",60,25,"college","male",0,"Middle","Medium"
"xqd20160322","COLLECTION",1000,"30",60,28,"High School or Below","male",0,"Middle","Medium"
"xqd20160323","COLLECTION",1000,"30",60,37,"college","male",0,"Middle","Medium"
"xqd20160324","COLLECTION",800,"15",75,32,"college","male",0,"Middle","Medium"
"xqd20160325","COLLECTION",1000,"15",75,34,"college","male",0,"Middle","Medium"
"xqd20160326","COLLECTION",1000,"30",59,28,"Bechalor","male",0,"Middle","Medium"
"xqd20160327","COLLECTION",800,"15",74,35,"Bechalor","male",0,"Middle","Medium"
"xqd20160328","COLLECTION",1000,"30",29,27,"college","male",0,"Middle","Medium"
"xqd20160329","COLLECTION",1000,"30",59,24,"High School or Below","female",0,"Young","Medium"
"xqd20160330","COLLECTION",1000,"30",59,44,"Bechalor","male",0,"Middle","Medium"
"xqd20160331","COLLECTION",1000,"15",44,31,"college","male",0,"Middle","Medium"
"xqd20160332","COLLECTION",800,"15",74,27,"college","male",0,"Middle","Medium"
"xqd20160333","COLLECTION",1000,"30",59,21,"High School or Below","male",0,"Young","Medium"
"xqd20160334","COLLECTION",1000,"30",59,30,"High School or Below","female",0,"Middle","Medium"
"xqd20160335","COLLECTION",1000,"30",59,38,"college","female",0,"Middle","Medium"
"xqd20160336","COLLECTION",1000,"30",59,34,"High School or Below","male",0,"Middle","Medium"
"xqd20160337","COLLECTION",1000,"30",59,31,"college","male",0,"Middle","Medium"
"xqd20160338","COLLECTION",1000,"30",59,23,"High School or Below","male",0,"Young","Medium"
"xqd20160339","COLLECTION",1000,"15",74,27,"college","female",0,"Middle","Medium"
"xqd20160340","COLLECTION",1000,"15",74,39,"High School or Below","male",0,"Middle","Medium"
"xqd20160341","COLLECTION",1000,"30",59,30,"High School or Below","female",0,"Middle","Medium"
"xqd20160342","COLLECTION",1000,"30",59,25,"college","male",0,"Middle","Medium"
"xqd20160343","COLLECTION",1000,"15",74,50,"Master or Above","male",0,"Senior","Medium"
"xqd20160344","COLLECTION",1000,"30",59,23,"High School or Below","male",0,"Young","Medium"
"xqd20160345","COLLECTION",800,"15",74,38,"Bechalor","male",0,"Middle","Medium"
"xqd20160346","COLLECTION",1000,"30",59,27,"High School or Below","male",0,"Middle","Medium"
"xqd20160347","COLLECTION",1000,"30",29,31,"High School or Below","male",0,"Middle","Medium"
"xqd20160348","COLLECTION",800,"15",74,40,"college","male",0,"Middle","Medium"
"xqd20160349","COLLECTION",1000,"30",59,32,"High School or Below","male",0,"Middle","Medium"
"xqd20160350","COLLECTION",800,"15",74,29,"college","male",0,"Middle","Medium"
"xqd20160351","COLLECTION",1000,"30",59,26,"High School or Below","male",0,"Middle","Medium"
"xqd20160352","COLLECTION",1000,"15",74,25,"college","male",0,"Middle","Medium"
"xqd20160353","COLLECTION",1000,"30",59,35,"High School or Below","male",0,"Middle","Medium"
"xqd20160354","COLLECTION",1000,"30",59,41,"High School or Below","male",0,"Middle","Medium"
"xqd20160355","COLLECTION",1000,"30",59,37,"High School or Below","male",0,"Middle","Medium"
"xqd20160356","COLLECTION",1000,"15",59,34,"college","male",0,"Middle","Medium"
"xqd20160357","COLLECTION",1000,"30",59,45,"High School or Below","male",0,"Senior","Medium"
"xqd20160358","COLLECTION",1000,"30",59,26,"Bechalor","male",0,"Middle","Medium"
"xqd20160359","COLLECTION",1000,"30",59,32,"college","male",0,"Middle","Medium"
"xqd20160360","COLLECTION",1000,"30",59,28,"High School or Below","male",0,"Middle","Medium"
"xqd20160361","COLLECTION",1000,"30",59,34,"college","male",0,"Middle","Medium"
"xqd20160362","COLLECTION",800,"15",74,29,"High School or Below","male",0,"Middle","Medium"
"xqd20160363","COLLECTION",1000,"30",59,26,"High School or Below","male",0,"Middle","Medium"
"xqd20160364","COLLECTION",1000,"15",74,26,"college","male",0,"Middle","Medium"
"xqd20160365","COLLECTION",800,"15",74,22,"college","male",0,"Young","Medium"
"xqd20160366","COLLECTION",1000,"30",59,27,"High School or Below","female",0,"Middle","Medium"
"xqd20160367","COLLECTION",800,"30",59,33,"High School or Below","male",0,"Middle","Medium"
"xqd20160368","COLLECTION",800,"15",74,28,"Bechalor","male",0,"Middle","Medium"
"xqd20160369","COLLECTION",1000,"30",59,24,"college","male",0,"Young","Medium"
"xqd20160370","COLLECTION",1000,"30",59,37,"High School or Below","male",0,"Middle","Medium"
"xqd20160371","COLLECTION",800,"15",74,36,"High School or Below","male",0,"Middle","Medium"
"xqd20160372","COLLECTION",1000,"30",59,18,"college","male",0,"Young","Medium"
"xqd20160373","COLLECTION",800,"15",74,25,"High School or Below","male",0,"Middle","Medium"
"xqd20160374","COLLECTION",1000,"15",74,40,"High School or Below","male",0,"Middle","Medium"
"xqd20182575","COLLECTION",1000,"30",59,29,"college","male",0,"Middle","Medium"
"xqd20160376","COLLECTION",800,"15",74,26,"High School or Below","female",0,"Middle","Medium"
"xqd20151038","COLLECTION",1000,"15",74,30,"college","male",0,"Middle","Medium"
"xqd20160378","COLLECTION",1000,"30",59,33,"college","male",0,"Middle","Medium"
"xqd20197340","COLLECTION",1000,"30",59,30,"college","male",0,"Middle","Medium"
"xqd20160380","COLLECTION",1000,"30",59,32,"college","male",0,"Middle","Medium"
"xqd20160381","COLLECTION",1000,"30",59,25,"High School or Below","male",0,"Middle","Medium"
"xqd20160382","COLLECTION",800,"15",74,35,"High School or Below","male",0,"Middle","Medium"
"xqd20175721","COLLECTION",1000,"15",74,30,"Bechalor","male",0,"Middle","Medium"
"xqd20160384","COLLECTION",1000,"30",59,26,"High School or Below","male",0,"Middle","Medium"
"xqd20160385","COLLECTION",1000,"30",59,29,"High School or Below","male",0,"Middle","Medium"
"xqd20160386","COLLECTION",1000,"30",29,26,"High School or Below","male",0,"Middle","Medium"
"xqd20160387","COLLECTION",800,"15",74,46,"High School or Below","male",0,"Senior","Medium"
"xqd20160388","COLLECTION",1000,"30",59,36,"High School or Below","male",0,"Middle","Medium"
"xqd20160389","COLLECTION",1000,"15",74,38,"Bechalor","male",0,"Middle","Medium"
"xqd20160390","COLLECTION",1000,"15",44,32,"High School or Below","male",0,"Middle","Medium"
"xqd20160391","COLLECTION",1000,"15",74,30,"college","male",0,"Middle","Medium"
"xqd20125284","COLLECTION",800,"15",74,35,"High School or Below","male",0,"Middle","Medium"
"xqd20160393","COLLECTION",1000,"30",59,29,"college","female",0,"Middle","Medium"
"xqd20160394","COLLECTION",1000,"30",29,26,"college","male",0,"Middle","Medium"
"xqd20160395","COLLECTION",800,"15",74,32,"High School or Below","male",0,"Middle","Medium"
"xqd20160396","COLLECTION",1000,"30",59,25,"High School or Below","male",0,"Middle","Medium"
"xqd20160397","COLLECTION",1000,"30",58,33,"High School or Below","male",0,"Middle","Medium"
"xqd20160398","COLLECTION",800,"15",73,39,"college","male",0,"Middle","Medium"
"xqd20160399","COLLECTION",1000,"30",28,28,"college","male",0,"Middle","Medium"
"xqd20160400","COLLECTION",1000,"30",58,26,"college","male",0,"Middle","Medium"
"xqd20160401","COLLECTION_PAIDOFF",1000,"30",2,26,"college","male",0,"Middle","Medium"
"xqd20160402","COLLECTION_PAIDOFF",1000,"15",4,28,"college","male",0,"Middle","Medium"
"xqd20320403","COLLECTION_PAIDOFF",1000,"30",13,39,"college","male",0,"Middle","Medium"
"xqd20160404","COLLECTION_PAIDOFF",1000,"15",5,29,"Bechalor","male",0,"Middle","Medium"
"xqd20190405","COLLECTION_PAIDOFF",800,"15",3,33,"High School or Below","male",0,"Middle","Medium"
"xqd20160406","COLLECTION_PAIDOFF",1000,"30",12,27,"college","male",0,"Middle","Medium"
"xqd20160407","COLLECTION_PAIDOFF",800,"15",2,34,"college","male",0,"Middle","Medium"
"xqd20160408","COLLECTION_PAIDOFF",1000,"30",27,26,"High School or Below","male",0,"Middle","Medium"
"xqd20110409","COLLECTION_PAIDOFF",1000,"30",44,28,"High School or Below","male",0,"Middle","Medium"
"xqd20160410","COLLECTION_PAIDOFF",1000,"15",5,32,"Bechalor","male",0,"Middle","Medium"
"xqd20160411","COLLECTION_PAIDOFF",800,"15",1,27,"college","female",0,"Middle","Medium"
"xqd20160412","COLLECTION_PAIDOFF",1000,"30",27,21,"college","male",0,"Young","Medium"
"xqd20160413","COLLECTION_PAIDOFF",800,"15",2,39,"college","male",0,"Middle","Medium"
"xqd20169083","COLLECTION_PAIDOFF",1000,"15",1,38,"college","male",0,"Middle","Medium"
"xqd20160415","COLLECTION_PAIDOFF",1000,"30",2,36,"High School or Below","female",0,"Middle","Medium"
"xqd20160416","COLLECTION_PAIDOFF",800,"15",2,33,"college","male",0,"Middle","Medium"
"xqd20160417","COLLECTION_PAIDOFF",1000,"30",1,21,"college","female",0,"Young","Medium"
"xqd20160418","COLLECTION_PAIDOFF",800,"15",3,25,"High School or Below","male",0,"Middle","Medium"
"xqd20160419","COLLECTION_PAIDOFF",800,"15",12,29,"college","male",0,"Middle","Medium"
"xqd20160420","COLLECTION_PAIDOFF",1000,"30",25,33,"High School or Below","male",0,"Middle","Medium"
"xqd20160421","COLLECTION_PAIDOFF",1000,"15",3,47,"High School or Below","female",0,"Senior","Medium"
"xqd20160422","COLLECTION_PAIDOFF",1000,"30",2,33,"college","male",0,"Middle","Medium"
"xqd20160423","COLLECTION_PAIDOFF",800,"15",4,23,"High School or Below","male",0,"Young","Medium"
"xqd20160424","COLLECTION_PAIDOFF",1000,"15",2,24,"college","male",0,"Young","Medium"
"xqd20880425","COLLECTION_PAIDOFF",1000,"30",1,27,"High School or Below","male",0,"Middle","Medium"
"xqd20160426","COLLECTION_PAIDOFF",1000,"30",24,32,"Bechalor","male",0,"Middle","Medium"
"xqd20160427","COLLECTION_PAIDOFF",1000,"30",1,33,"college","male",0,"Middle","Medium"
"xqd20160428","COLLECTION_PAIDOFF",1000,"30",2,27,"college","female",0,"Middle","Medium"
"xqd20160429","COLLECTION_PAIDOFF",1000,"30",2,35,"High School or Below","male",0,"Middle","Medium"
"xqd20160430","COLLECTION_PAIDOFF",500,"15",1,37,"Bechalor","male",0,"Middle","Medium"
"xqd20160431","COLLECTION_PAIDOFF",800,"15",3,28,"Bechalor","male",0,"Middle","Medium"
"xqd20160432","COLLECTION_PAIDOFF",1000,"15",4,33,"college","male",0,"Middle","Medium"
"xqd20160433","COLLECTION_PAIDOFF",800,"7",2,34,"Bechalor","female",0,"Middle","Medium"
"xqd20160434","COLLECTION_PAIDOFF",1000,"30",2,29,"college","male",0,"Middle","Medium"
"xqd20160435","COLLECTION_PAIDOFF",1000,"30",1,34,"Bechalor","male",0,"Middle","Medium"
"xqd20160436","COLLECTION_PAIDOFF",1000,"30",1,29,"Bechalor","male",0,"Middle","Medium"
"xqd20790437","COLLECTION_PAIDOFF",1000,"30",36,24,"High School or Below","male",0,"Young","Medium"
"xqd20160438","COLLECTION_PAIDOFF",1000,"30",1,34,"High School or Below","male",0,"Middle","Medium"
"xqd20160439","COLLECTION_PAIDOFF",1000,"30",7,25,"college","female",0,"Middle","Medium"
"xqd20160440","COLLECTION_PAIDOFF",1000,"30",5,24,"college","male",0,"Young","Medium"
"xqd20160441","COLLECTION_PAIDOFF",1000,"30",14,30,"college","male",0,"Middle","Medium"
"xqd20160442","COLLECTION_PAIDOFF",1000,"15",2,28,"college","male",0,"Middle","Medium"
"xqd20160443","COLLECTION_PAIDOFF",1000,"30",1,24,"High School or Below","male",0,"Young","Medium"
"xqd20160444","COLLECTION_PAIDOFF",1000,"30",28,26,"college","female",0,"Middle","Medium"
"xqd20160445","COLLECTION_PAIDOFF",1000,"30",2,24,"High School or Below","male",0,"Young","Medium"
"xqd20160446","COLLECTION_PAIDOFF",1000,"15",2,29,"college","male",0,"Middle","Medium"
"xqd20420447","COLLECTION_PAIDOFF",1000,"30",25,31,"college","male",0,"Middle","Medium"
"xqd20160448","COLLECTION_PAIDOFF",1000,"30",23,26,"college","male",0,"Middle","Medium"
"xqd20160449","COLLECTION_PAIDOFF",1000,"30",3,25,"High School or Below","male",0,"Middle","Medium"
"xqd20160450","COLLECTION_PAIDOFF",1000,"30",1,29,"college","male",0,"Middle","Medium"
"xqd20160451","COLLECTION_PAIDOFF",1000,"30",3,38,"college","male",0,"Middle","Medium"
"xqd20160452","COLLECTION_PAIDOFF",800,"15",4,41,"college","male",0,"Middle","Medium"
"xqd20390453","COLLECTION_PAIDOFF",1000,"15",3,26,"High School or Below","male",0,"Middle","Medium"
"xqd20160454","COLLECTION_PAIDOFF",1000,"30",3,26,"High School or Below","male",0,"Middle","Medium"
"xqd20160455","COLLECTION_PAIDOFF",1000,"30",6,35,"High School or Below","male",0,"Middle","Medium"
"xqd20160456","COLLECTION_PAIDOFF",1000,"15",2,37,"college","male",0,"Middle","Medium"
"xqd20160457","COLLECTION_PAIDOFF",1000,"30",38,25,"college","male",0,"Middle","Medium"
"xqd20160458","COLLECTION_PAIDOFF",1000,"30",19,24,"college","male",0,"Young","Medium"
"xqd20160459","COLLECTION_PAIDOFF",1000,"30",2,34,"college","male",0,"Middle","Medium"
"xqd20160460","COLLECTION_PAIDOFF",800,"15",2,33,"college","male",0,"Middle","Medium"
"xqd20490461","COLLECTION_PAIDOFF",800,"15",2,38,"Bechalor","male",0,"Middle","Medium"
"xqd20160462","COLLECTION_PAIDOFF",1000,"30",7,38,"High School or Below","male",0,"Middle","Medium"
"xqd20160463","COLLECTION_PAIDOFF",1000,"30",5,26,"college","male",0,"Middle","Medium"
"xqd20870464","COLLECTION_PAIDOFF",1000,"15",4,37,"Bechalor","male",0,"Middle","Medium"
"xqd20160465","COLLECTION_PAIDOFF",1000,"30",1,42,"High School or Below","female",0,"Middle","Medium"
"xqd20169466","COLLECTION_PAIDOFF",1000,"30",1,49,"High School or Below","female",0,"Senior","Medium"
"xqd20160467","COLLECTION_PAIDOFF",1000,"30",4,26,"High School or Below","male",0,"Middle","Medium"
"xqd20160468","COLLECTION_PAIDOFF",1000,"15",1,41,"High School or Below","male",0,"Middle","Medium"
"xqd20160469","COLLECTION_PAIDOFF",1000,"30",4,38,"High School or Below","male",0,"Middle","Medium"
"xqd25660470","COLLECTION_PAIDOFF",1000,"30",52,26,"High School or Below","male",0,"Middle","Medium"
"xqd20160471","COLLECTION_PAIDOFF",1000,"15",2,32,"High School or Below","male",0,"Middle","Medium"
"xqd20160472","COLLECTION_PAIDOFF",1000,"30",24,27,"Bechalor","male",0,"Middle","Medium"
"xqd20160473","COLLECTION_PAIDOFF",800,"15",51,33,"college","male",0,"Middle","Medium"
"xqd20160474","COLLECTION_PAIDOFF",1000,"30",3,30,"High School or Below","male",0,"Middle","Medium"
"xqd20160475","COLLECTION_PAIDOFF",800,"15",2,26,"High School or Below","female",0,"Middle","Medium"
"xqd20160476","COLLECTION_PAIDOFF",1000,"30",29,35,"college","female",0,"Middle","Medium"
"xqd20160477","COLLECTION_PAIDOFF",800,"15",5,46,"college","female",0,"Senior","Medium"
"xqd20160478","COLLECTION_PAIDOFF",1000,"30",9,27,"college","male",0,"Middle","Medium"
"xqd20160479","COLLECTION_PAIDOFF",1000,"15",27,22,"High School or Below","male",0,"Young","Medium"
"xqd20160480","COLLECTION_PAIDOFF",1000,"30",1,27,"Bechalor","male",0,"Middle","Medium"
"xqd20160481","COLLECTION_PAIDOFF",1000,"15",29,30,"Bechalor","male",0,"Middle","Medium"
"xqd20160482","COLLECTION_PAIDOFF",1000,"15",3,27,"High School or Below","male",0,"Middle","Medium"
"xqd20160483","COLLECTION_PAIDOFF",800,"15",1,47,"college","male",0,"Senior","Medium"
"xqd20160484","COLLECTION_PAIDOFF",1000,"30",7,30,"college","male",0,"Middle","Medium"
"xqd20160485","COLLECTION_PAIDOFF",1000,"30",4,26,"college","male",0,"Middle","Medium"
"xqd20160486","COLLECTION_PAIDOFF",1000,"30",3,38,"High School or Below","male",0,"Middle","Medium"
"xqd20160487","COLLECTION_PAIDOFF",800,"15",56,46,"High School or Below","male",0,"Senior","Medium"
"xqd20160488","COLLECTION_PAIDOFF",1000,"30",2,35,"Bechalor","male",0,"Middle","Medium"
"xqd20160489","COLLECTION_PAIDOFF",1000,"15",13,45,"college","male",0,"Senior","Medium"
"xqd20160490","COLLECTION_PAIDOFF",1000,"30",1,36,"college","male",0,"Middle","Medium"
"xqd20160491","COLLECTION_PAIDOFF",1000,"30",6,38,"High School or Below","male",0,"Middle","Medium"
"xqd20160492","COLLECTION_PAIDOFF",1000,"30",29,27,"college","male",0,"Middle","Medium"
"xqd20160493","COLLECTION_PAIDOFF",1000,"30",14,27,"Bechalor","male",0,"Middle","Medium"
"xqd20160494","COLLECTION_PAIDOFF",1000,"15",3,29,"college","male",0,"Middle","Medium"
"xqd20160495","COLLECTION_PAIDOFF",1000,"30",2,30,"High School or Below","male",0,"Middle","Medium"
"xqd20160496","COLLECTION_PAIDOFF",1000,"30",3,28,"High School or Below","male",0,"Middle","Medium"
"xqd20160497","COLLECTION_PAIDOFF",1000,"15",14,26,"High School or Below","male",0,"Middle","Medium"
"xqd20160498","COLLECTION_PAIDOFF",800,"15",3,30,"college","male",0,"Middle","Medium"
"xqd20160499","COLLECTION_PAIDOFF",1000,"30",1,38,"college","female",0,"Middle","Medium"
"xqd20160500","COLLECTION_PAIDOFF",1000,"30",8,28,"High School or Below","male",0,"Middle","Medium"
